"word","speaker","segment","duration","group","u","speakerID","sessionID"
"jobim","O1","im",0.270973382994185,"im","sem_u","O","1"
"jobim","I2","im",0.19412449253208,"im","sem_u","I","2"
"jobim","D2","im",0.122042902967117,"im","sem_u","D","2"
"jobim","D1","im",0.124712591469525,"im","sem_u","D","1"
"jobim","C1","im",0.108207838566475,"im","sem_u","C","1"
"jobim","J1","im",0.0850486480052126,"im","sem_u","J","1"
"jobim","M2","im",0.175055288943469,"im","sem_u","M","2"
"jobim","M1","im",0.187640963311949,"im","sem_u","M","1"
"limpinho","H2","in",0.248662414795518,"dim","sem_u","H","2"
"limpinho","A1","in",0.199845253608661,"dim","sem_u","A","1"
"limpinho","O2","in",0.237602276714114,"dim","sem_u","O","2"
"limpinho","Q2","in",0.196412796962733,"dim","sem_u","Q","2"
"limpinho","E2","in",0.238746428929446,"dim","com_u","E","2"
"limpinho","Q1","in",0.149311864098838,"dim","sem_u","Q","1"
"limpinho","B1","in",0.109838612670416,"dim","sem_u","B","1"
"limpinho","N1","in",0.183828639794498,"dim","sem_u","N","1"
"limpinho","F2","in",0.121280134823579,"dim","sem_u","F","2"
"limpinho","B2","in",0.222728297915012,"dim","sem_u","B","2"
"limpinho","C1","in",0.249882018957635,"dim","sem_u","C","1"
"limpinho","G1","in",0.163995150862068,"dim","sem_u","G","1"
"limpinho","J2","in",0.199845253608657,"dim","sem_u","J","2"
"limpinho","C2","in",0.289470510475141,"dim","sem_u","C","2"
"limpinho","I1","in",0.175436673015227,"dim","sem_u","I","1"
"limpinho","A2","in",0.208998471331199,"dim","sem_u","A","2"
"limpinho","I2","in",0.136726189730354,"dim","com_u","I","2"
"limpinho","P1","in",0.178086617595309,"dim","com_u","P","1"
"limpinho","H1","in",0.191073419957899,"dim","sem_u","H","1"
"limpinho","D2","in",0.117180256052009,"dim","sem_u","D","2"
"limpinho","P2","in",0.225494399485513,"dim","sem_u","P","2"
"limpinho","R1","in",0.10488061973737,"dim","com_u","R","1"
"limpinho","M2","in",0.17086006415397,"dim","sem_u","M","2"
"limpinho","O1","in",0.17086006415397,"dim","sem_u","O","1"
"limpinho","D1","in",0.0501520054380578,"dim","com_u","D","1"
"limpinho","E1","in",0.103736467522054,"dim","com_u","E","1"
"limpinho","N2","in",0.332566910585413,"dim","sem_u","N","2"
"limpinho","G2","in",0.165520687149154,"dim","sem_u","G","2"
"limpinho","R2","in",0.215482000551333,"dim","sem_u","R","2"
"limpinho","J1","in",0.170860064153969,"dim","sem_u","J","1"
"limpinho","M1","in",0.178106361517649,"dim","sem_u","M","1"
"pequim","P1","im",0.198319717321574,"im","sem_u","P","1"
"pequim","R2","im",0.12738227997194,"im","sem_u","R","2"
"pequim","P2","im",0.195268644747401,"im","sem_u","P","2"
"pequim","C1","im",0.323507970971932,"im","sem_u","C","1"
"pequim","G1","im",0.244848574077785,"im","sem_u","G","1"
"pequim","F2","im",0.110601380813961,"im","sem_u","F","2"
"pequim","I1","im",0.142637642842821,"im","sem_u","I","1"
"pequim","C2","im",0.248090338687859,"im","sem_u","C","2"
"pequim","A2","im",0.159418542000793,"im","sem_u","A","2"
"pequim","J1","im",0.153316396852446,"im","sem_u","J","1"
"pequim","E1","im",0.117847678177625,"im","sem_u","E","1"
"pequim","Q1","in",0.176342460185694,"im","sem_u","Q","1"
"pequim","J2","im",0.130814736617879,"im","sem_u","J","2"
"pequim","G2","im",0.118991830392943,"im","sem_u","G","2"
"pequim","E2","im",0.169334527866894,"im","sem_u","E","2"
"pequim","A1","im",0.204421862469921,"im","sem_u","A","1"
"pequim","F1","im",0.175436673015248,"im","sem_u","F","1"
"pequim","H2","im",0.106406156024448,"im","sem_u","H","2"
"pequim","H1","im",0.1140338374599,"im","sem_u","H","1"
"pequim","N2","im",0.143400410986359,"im","sem_u","N","2"
"pequim","O1","im",0.14683286763232,"im","sem_u","O","1"
"pequim","M2","im",0.145307331345222,"im","sem_u","M","2"
"pequim","Q2","im",0.136154113622695,"im","sem_u","Q","2"
"pequim","N1","im",0.121280134823579,"im","sem_u","N","1"
"pequim","D1","im",0.150265324278266,"im","sem_u","D","1"
"pequim","M1","im",0.1662834552927,"im","sem_u","M","1"
"pequim","B1","im",0.0797092710003966,"im","sem_u","B","1"
"pequim","B2","im",0.104880619737386,"im","sem_u","B","2"
"pequim","D2","im",0.0887762688635974,"im","sem_u","D","2"
"pequim","O2","im",0.148358403919403,"im","sem_u","O","2"
"pequim","R1","im",0.182301586307133,"im","sem_u","R","1"
"pequim","I2","im",0.164757919005609,"im","sem_u","I","2"
"pouquinho","E1","in",0.0839044957898949,"dim","com_u","E","1"
"pouquinho","R1","in",0.146070099488753,"dim","sem_u","R","1"
"pouquinho","Q2","in",0.124331207397745,"dim","sem_u","Q","2"
"pouquinho","D1","in",0.0879968772937305,"dim","sem_u","D","1"
"pouquinho","I1","in",0.163613766790296,"dim","sem_u","I","1"
"pouquinho","O1","in",0.164185842897955,"dim","sem_u","O","1"
"pouquinho","N1","in",0.114033837459903,"dim","sem_u","N","1"
"pouquinho","P2","in",0.0882406906318209,"dim","com_u","P","2"
"pouquinho","I2","in",0.118229062249384,"dim","sem_u","I","2"
"pouquinho","F1","in",0.122996363146555,"dim","com_u","F","1"
"pouquinho","M2","in",0.0657887523807119,"dim","com_u","M","2"
"pouquinho","R2","in",0.130051968474334,"dim","sem_u","R","2"
"pouquinho","N2","in",0.121031588643973,"dim","com_u","N","2"
"pouquinho","J2","in",0.158655773857248,"dim","sem_u","J","2"
"pouquinho","A1","in",0.247136878508414,"dim","sem_u","A","1"
"pouquinho","M1","in",0.0913414851894601,"dim","sem_u","M","1"
"pouquinho","C1","in",0.327226453396904,"dim","sem_u","C","1"
"pouquinho","G2","in",0.174673904871696,"dim","sem_u","G","2"
"pouquinho","G1","in",0.0861928002205303,"dim","com_u","G","1"
"pouquinho","A2","in",0.223491066058529,"dim","sem_u","A","2"
"pouquinho","F2","in",0.10240162327085,"dim","com_u","F","2"
